Source,Target,Weight
peacenewsnet,mccourtneyinst,1
peacenewsnet,warprevention,1
peacenewsnet,afpeacebuilding,1
peacenewsnet,afsc_org,1
peacenewsnet,mactionproject,1
peacenewsnet,peaceactionwi,1
peacenewsnet,nationalpeaceac,1
peacenewsnet,peace_center,1
peacenewsnet,globalpeace,1
peacenewsnet,welcomingusa,1
peacenewsnet,sharedstudios,1
peacenewsnet,seedsofpeace,1
peacenewsnet,proof_media,1
peacenewsnet,cureviolence,1
peacenewsnet,kidsforpeace,1
peacenewsnet,ucfreelistening,1
peacenewsnet,tgthrweremember,1
peacenewsnet,unitedforpeace,1
peacenewsnet,codepink,1
peacenewsnet,karunacenter,1
peoplessupper,purpleamericaus,1
peoplessupper,unitedntogether,1
peoplessupper,welcomingusa,1
peoplessupper,evdem,1
peoplessupper,livingroomconvo,1
peoplessupper,civichall,1
peoplessupper,listenfirstproj,1
peoplessupper,villagesquareus,1
peoplessupper,nicdinstitute,1
peoplessupper,trustedsharing,1
peoplessupper,villagesquarefl,1
peoplessupper,aspeninstitute,1
peoplessupper,onbeing,1
philneisser,2thetable,1
philneisser,allsidesnow,1
philneisser,ncdd,1
philneisser,talking_eyes,1
philneisser,essentialprtnrs,1
philneisser,jacobzhess,1
philneisser,unitedntogether,1
pirgimstudents,ctzndiscourse,1
pirgimstudents,campusvote,1
pirgimstudents,studentpirgs,1
pns_news,unitedntogether,1
pns_news,welistenusa,1
pns_news,bpc_bipartisan,1
pns_news,ctzndiscourse,1
pns_news,jvplive,1
pns_news,movecafwd,1
pns_news,representus,1
pns_news,moneyinpolitics,1
pns_news,alalibrary,1
pns_news,future500,1
pns_news,fairvote,1
pns_news,respect_ability,1
pns_news,npvote,1
pns_news,fdp_tweets,1
pns_news,electionscience,1
polisatduke,listenfirstproj,1
polisatduke,dukealumni,1
polisatduke,braverangels,1
prabha_sankar,unitedntogether,1
prabha_sankar,charlie_mbb,1
prabha_sankar,karunacenter,1
prabha_sankar,afpeacebuilding,1
procon_org,mccourtneyinst,1
procon_org,unitedntogether,1
procon_org,allsidesnow,1
procon_org,ctzndiscourse,1
procon_org,welcomingusa,1
procon_org,oasisnashville,1
procon_org,thecommon_party,1
procon_org,uscpolfuture,1
procon_org,icivics,1
procon_org,bigtentnation,1
procon_org,ncoc,1
procon_org,rsi,1
procon_org,bntlyd,1
procon_org,commongroundcom,1
procon_org,nicdinstitute,1
procon_org,listenfirstproj,1
projectciv,hdxacademy,1
projectciv,gencitizen,1
projectciv,nicdinstitute,1
projectciv,listenfirstproj,1
projectciv,bigtentnation,1
projectciv,braverangels,1
projectciv,livingroomconvo,1
projectciv,aspencitizen,1
projectciv,2thetable,1
projectciv,villagesquareus,1
projectciv,purpleamericaus,1
projectciv,villagesquarefl,1
projectciv,citizenuniv,1
projectciv,essentialprtnrs,1
projectciv,icivics,1
projectciv,ncdd,1
projectdivided,2thetable,1
projectdivided,nationalcivic,1
projectdivided,urbanruralact,1
projectdivided,hnmcp,1
prudhommejeff,evdem,1
prudhommejeff,livingroomconvo,1
prudhommejeff,peggyholman,1
prudhommejeff,listenfirstproj,1
prudhommejeff,welcomingusa,1
prudhommejeff,convocafe,1
prudhommejeff,villagesquareus,1
prudhommejeff,mcarcasson,1
prudhommejeff,publicdialoguec,1
prudhommejeff,ampublicsquare,1
prudhommejeff,harwoodinst,1
prudhommejeff,in_if_fellow,1
prudhommejeff,nationalcivic,1
prudhommejeff,adpaascu,1
prudhommejeff,pns_news,1
prudhommejeff,ncdd,1
prudhommejeff,theckgroup,1
prudhommejeff,planspark,1
prudhommejeff,unitedntogether,1
prudhommejeff,mic_partners,1
prudhommejeff,publicagenda,1
prudhommejeff,essentialprtnrs,1
prudhommejeff,ncoc,1
prudhommejeff,carolinewlee,1
prudhommejeff,niforums,1
prudhommejeff,lorilbritt,1
prudhommejeff,nicdinstitute,1
prudhommejeff,dmcforciviclife,1
prudhommejeff,mccourtneyinst,1
publicagenda,planspark,1
publicagenda,cureviolence,1
publicagenda,ncoc,1
publicagenda,teachforamerica,1
publicagenda,unitedntogether,1
publicagenda,mcarcasson,1
publicagenda,listenfirstproj,1
publicagenda,marnitastable,1
publicagenda,davenportinst,1
publicagenda,askbigqs,1
publicagenda,aspeninstitute,1
publicagenda,bpc_bipartisan,1
publicagenda,nicdinstitute,1
publicagenda,nationalcivic,1
publicagenda,kitchentable_d,1
publicagenda,essentialprtnrs,1
publicagenda,nabatchi,1
publicagenda,mactionproject,1
publicagenda,pbproject,1
publicagenda,beyond_conflict,1
publicagenda,welcomingusa,1
publicagenda,carolinewlee,1
publicagenda,gennation,1
publicagenda,publicdialoguec,1
publicagenda,commongood,1
publicagenda,harwoodinst,1
publicagenda,alalibrary,1
publicagenda,uniteamerica,1
publicagenda,mccourtneyinst,1
publicagenda,younginvincible,1
publicagenda,in_if_fellow,1
publicagenda,future500,1
publicagenda,adpaascu,1
publicagenda,naacp,1
publicagenda,allsidesnow,1
publicagenda,civichall,1
publicagenda,niforums,1
publicagenda,instlocgov,1
publicagenda,citiesofservice,1
publicagenda,braverangels,1
publicagenda,mwhuggins,1
publicagenda,healthydem,1
publicagenda,ivn,1
publicagenda,ncdd,1
publicagenda,dmcforciviclife,1
publicagenda,cspaterson,1
publicagenda,evdem,1
publicagenda,commongroundcom,1
publicagenda,challer,1
publicagenda,citizenuniv,1
publicagenda,verainstitute,1
publicdialoguec,indie_voting,1
publicdialoguec,npvote,1
publicdialoguec,citiesofservice,1
publicdialoguec,studentpirgs,1
publicdialoguec,nationalcivic,1
publicdialoguec,bfcircles,1
publicdialoguec,dmcforciviclife,1
publicdialoguec,electedwomen,1
publicdialoguec,in_if_fellow,1
publicdialoguec,evdem,1
publicdialoguec,purpleamericaus,1
publicdialoguec,harwoodinst,1
publicdialoguec,opengovmetrics,1
publicdialoguec,theckgroup,1
publicdialoguec,villagesquareus,1
publicdialoguec,civichall,1
publicdialoguec,bntlyd,1
publicdialoguec,allsidesnow,1
publicdialoguec,kaidegner,1
publicdialoguec,bigtentnation,1
publicdialoguec,jbstephens1,1
publicdialoguec,voporg,1
publicdialoguec,davenportinst,1
publicdialoguec,mccourtneyinst,1
publicdialoguec,uniteamerica,1
publicdialoguec,outreachexprts,1
publicdialoguec,identitywoman,1
publicdialoguec,ilhumanities,1
publicdialoguec,some1totellitto,1
publicdialoguec,gencitizen,1
publicdialoguec,essentialprtnrs,1
publicdialoguec,braverangels,1
publicdialoguec,sandorschuman,1
publicdialoguec,issueonereform,1
publicdialoguec,trustedsharing,1
publicdialoguec,afpeacebuilding,1
publicdialoguec,ncoc,1
publicdialoguec,representus,1
publicdialoguec,2thetable,1
publicdialoguec,civilgovernment,1
publicdialoguec,thecommon_party,1
publicdialoguec,inspire2vote,1
publicdialoguec,convocolab,1
publicdialoguec,aspencitizen,1
publicdialoguec,usapromise,1
publicdialoguec,civicdesign,1
publicdialoguec,thisiscivity,1
publicdialoguec,convocafe,1
publicdialoguec,instlocgov,1
publicdialoguec,rosalegria,1
publicdialoguec,tomatlee,1
publicdialoguec,takebackorg,1
publicdialoguec,sllforg,1
publicdialoguec,usafmc,1
publicdialoguec,planspark,1
publicdialoguec,pbproject,1
publicdialoguec,citizenuniv,1
publicdialoguec,unitedntogether,1
publicdialoguec,mwhuggins,1
publicdialoguec,villagesquarefl,1
publicdialoguec,younginvincible,1
publicdialoguec,askbigqs,1
publicdialoguec,convergencectr,1
publicdialoguec,healthydem,1
publicdialoguec,challer,1
publicdialoguec,commongood,1
publicdialoguec,asbcouncil,1
publicdialoguec,ampublicsquare,1
publicdialoguec,mcarcasson,1
publicdialoguec,theraycenter,1
publicdialoguec,commongroundcom,1
publicdialoguec,publicagenda,1
publicdialoguec,carolinewlee,1
publicdialoguec,prudhommejeff,1
publicdialoguec,icivics,1
publicdialoguec,ellenknutson,1
publicdialoguec,ivn,1
publicdialoguec,openprimaryusa,1
publicdialoguec,conresglobal,1
publicdialoguec,kitchentable_d,1
publicdialoguec,thecharter,1
publicdialoguec,villagesquareca,1
publicdialoguec,wedobetterus,1
publicdialoguec,nabatchi,1
publicdialoguec,peggyholman,1
publicdialoguec,coffeepartyusa,1
publicdialoguec,ckinstitute,1
publicdialoguec,fairvote,1
publicdialoguec,tischcollege,1
publicdialoguec,philneisser,1
publicdialoguec,movecafwd,1
publicdialoguec,mactionproject,1
publicdialoguec,livingroomconvo,1
publicdialoguec,procon_org,1
publicdialoguec,future500,1
publicdialoguec,ncdd,1
publicdialoguec,intlistening,1
publicdialoguec,free_ic,1
publicdialoguec,nicdinstitute,1
publicdialoguec,ucfreelistening,1
publicdialoguec,nhlistens,1
publicdialoguec,aspeninstitute,1
publicdialoguec,compassionsamo,1
publicdialoguec,demworksinc,1
publicdialoguec,peacealliance,1
publicdialoguec,welcomingusa,1
publicdialoguec,daysofdialogue,1
publicdialoguec,deploy_us,1
publicdialoguec,hnmcp,1
publicdialoguec,onbeing,1
publicdialoguec,niforums,1
publicdialoguec,listenfirstproj,1
publicdialoguec,hdxacademy,1
publicdialoguec,congressfdn,1
publicdialoguec,adpaascu,1
publichumility,essentialprtnrs,1
publichumility,thinkthoroughly,1
publichumility,nicdinstitute,1
publichumility,nationalcivic,1
publichumility,evdem,1
publichumility,ampublicsquare,1
publichumility,ncdd,1
purpleamericaus,nicdinstitute,1
purpleamericaus,niforums,1
purpleamericaus,essentialprtnrs,1
purpleamericaus,unitedntogether,1
purpleamericaus,publicdialoguec,1
purpleamericaus,asbcouncil,1
purpleamericaus,future500,1
purpleamericaus,ncdd,1
purpleamericaus,ncoc,1
purpleamericaus,evdem,1
purposepower_,representus,1
purposepower_,gencitizen,1
purposepower_,nationbuilder,1
purposepower_,uniteamerica,1
purposepower_,usapromise,1
purposepower_,listenfirstproj,1
purposepower_,nicdinstitute,1
purposepower_,livingroomconvo,1
purposepower_,civichall,1
purposepower_,ucfreelistening,1
purposepower_,bigtentnation,1
purposepower_,3minstoryteller,1
purposepower_,issueonereform,1
purposepower_,citizenuniv,1
purposepower_,aspeninstitute,1
purposepower_,pantsuitpolitic,1
renew_democracy,uchipolitics,1
renew_democracy,issueonereform,1
renew_democracy,publicagenda,1
renew_democracy,nicdinstitute,1
renew_democracy,villagesquareus,1
renew_democracy,aspeninstitute,1
renew_democracy,icivics,1
renew_democracy,citizenuniv,1
renew_democracy,rsi,1
renew_democracy,purpleamericaus,1
renew_democracy,braverangels,1
renew_democracy,bpc_bipartisan,1
renew_democracy,ncdd,1
renew_democracy,gencitizen,1
representus,uniteamerica,1
representus,ncdd,1
representus,nicdinstitute,1
representus,ctzndiscourse,1
representus,ivn,1
representus,fairvote,1
representus,issueonereform,1
representus,takebackorg,1
representus,pns_news,1
representus,ballotready,1
representus,bpc_bipartisan,1
representus,demworksinc,1
representus,unitedntogether,1
representus,usapromise,1
representus,moneyinpolitics,1
representus,openprimaryusa,1
representus,coffeepartyusa,1
representus,mactionproject,1
representus,rsi,1
representus,electionscience,1
representus,braverangels,1
representus,mccourtneyinst,1
resetgreat,uniteamerica,1
resetgreat,listenfirstproj,1
resetgreat,danni816,1
resetgreat,beyond_conflict,1
resetgreat,niforums,1
resetgreat,braverangels,1
resetgreat,unitedntogether,1
resetgreat,civilgovernment,1
resetgreat,ncdd,1
resetgreat,tischcollege,1
resetgreat,ucfreelistening,1
resetgreat,nicdinstitute,1
resetgreat,evdem,1
resetgreat,fixitshow,1
resetgreat,citizenuniv,1
resetgreat,essentialprtnrs,1
resetgreat,allsidesnow,1
resetgreat,livingroomconvo,1
resetgreat,villagesquareus,1
resetgreat,commongroundcom,1
resetgreat,mccourtneyinst,1
resetgreat,ctzndiscourse,1
resetgreat,usapromise,1
resetgreat,nationalcivic,1
rosalegria,peggyholman,1
rosalegria,amysue102,1
rosalegria,susan4ps,1
rosalegria,niforums,1
rosalegria,unitedntogether,1
rosalegria,convocolab,1
rosalegria,planspark,1
rosalegria,identitywoman,1
rosalegria,manjulynbazzell,1
rosalegria,mcarcasson,1
rosalegria,jerrymichalski,1
rosalegria,tomatlee,1
rosalegria,publicagenda,1
rosalegria,evdem,1
rosalegria,ncdd,1
rpcppeace,peacealliance,1
rpcppeace,nationalpeaceac,1
rpcppeace,unitedntogether,1
rpcppeace,seedsofpeace,1
rsi,pantsuitpolitic,1
rsi,verainstitute,1
rsi,future500,1
rsi,aspeninstitute,1
rsi,naacp,1
rsi,nicdinstitute,1
rsi,ctzndiscourse,1
rsi,intentinsights,1
rsi,unitedntogether,1
rsi,essentialprtnrs,1
rsi,procon_org,1
rsi,fairvote,1
rsi,deploy_us,1
rsi,representus,1
rsi,mccourtneyinst,1
rsi,issueonereform,1
rsi,bpc_bipartisan,1
rsi,moneyinpolitics,1
rsi,alalibrary,1
rsi,usafmc,1
rsi,mactionproject,1
rsi,ckinstitute,1
rsi,quorumanalytics,1
rsi,steamboat_inst,1
rsi,citizenuniv,1
rsi,uniteamerica,1
rsi,aspencitizen,1
seedsofpeace,braverangels,1
seedsofpeace,allsidesnow,1
seedsofpeace,peacealliance,1
seedsofpeace,nicdinstitute,1
seedsofpeace,hnmcp,1
seedsofpeace,villagesquareus,1
seedsofpeace,villagesquarefl,1
seedsofpeace,stridesforpeace,1
seedsofpeace,kids4peace,1
seedsofpeace,karunacenter,1
seedsofpeace,listenfirstproj,1
seedsofpeace,cureviolence,1
seedsofpeace,afpeacebuilding,1
sidewalktalkorg,unitedntogether,1
sidewalktalkorg,commongroundcom,1
sidewalktalkorg,listenthemovie,1
sidewalktalkorg,bigtentnation,1
sidewalktalkorg,villagesquarefl,1
sidewalktalkorg,essentialprtnrs,1
sidewalktalkorg,intlistening,1
sidewalktalkorg,onbeing,1
sidewalktalkorg,ampublicsquare,1
sidewalktalkorg,ucfreelistening,1
sidewalktalkorg,issueonereform,1
sidewalktalkorg,livingroomconvo,1
sidewalktalkorg,braverangels,1
sidewalktalkorg,nicdinstitute,1
sidewalktalkorg,some1totellitto,1
sidewalktalkorg,villagesquareus,1
sidewalktalkorg,listenfirstproj,1
sidewalktalkorg,narrative4,1
sllforg,aspeninstitute,1
sllforg,electedwomen,1
sllforg,bigtentnation,1
sllforg,nicdinstitute,1
spaceship_media,dmcforciviclife,1
spaceship_media,procon_org,1
spaceship_media,welcomingusa,1
spaceship_media,commongroundcom,1
spaceship_media,braverangels,1
spaceship_media,bigtentnation,1
spaceship_media,harwoodinst,1
spaceship_media,mcarcasson,1
spaceship_media,unitedntogether,1
spaceship_media,niforums,1
spaceship_media,fionamorgan,1
spaceship_media,thecharter,1
spaceship_media,pantsuitpolitic,1
spaceship_media,listenfirstproj,1
spaceship_media,aspencitizen,1
spaceship_media,kitchentable_d,1
spaceship_media,ucfreelistening,1
spaceship_media,ncdd,1
spaceship_media,ilhumanities,1
spaceship_media,prudhommejeff,1
spaceship_media,thecommon_party,1
spaceship_media,allsidesnow,1
spaceship_media,ctzndiscourse,1
spaceship_media,livingroomconvo,1
spaceship_media,peggyholman,1
spaceship_media,essentialprtnrs,1
spaceship_media,beyond_conflict,1
spaceship_media,healthydem,1
spaceship_media,fixitshow,1
spaceship_media,nkranich,1
spaceship_media,icivics,1
spaceship_media,villagesquareus,1
spaceship_media,nicdinstitute,1
squishtalks,onbeing,1
squishtalks,bayareaconvlab,1
squishtalks,listenfirstproj,1
squishtalks,civilgovernment,1
standuprepublic,issueonereform,1
standuprepublic,fairvote,1
standuprepublic,bpc_bipartisan,1
standuprepublic,representus,1
standuprepublic,aspeninstitute,1
standuprepublic,uniteamerica,1
standuprepublic,unitedntogether,1
storyconnect,americans4arts,1
studentpirgs,bigtentnation,1
studentpirgs,naacp,1
studentpirgs,unitedntogether,1
studentpirgs,campusvote,1
studentpirgs,adpaascu,1
studentpirgs,ncoc,1
studentpirgs,nicdinstitute,1
studentpirgs,tischcollege,1
studentpirgs,nau,1
studentpirgs,mactionproject,1
studentpirgs,npvote,1
studentpirgs,campus_leaders,1
studentpirgs,andrewgoodmanf,1
studentpirgs,ctzndiscourse,1
studentpirgs,convergencectr,1
studentpirgs,younginvincible,1
susan4ps,juneholley,1
susan4ps,peggyholman,1
susan4ps,braverangels,1
susan4ps,essentialprtnrs,1
susan4ps,craigneal1,1
susan4ps,convocafe,1
susan4ps,beandlive,1
susan4ps,niforums,1
susan4ps,unitedntogether,1
susan4ps,codepink,1
susan4ps,tomatlee,1
susan4ps,kaidegner,1
susan4ps,ssilha,1
susan4ps,thedreamcorps,1
susan4ps,evdem,1
susan4ps,listenfirstproj,1
susan4ps,ncdd,1
susan4ps,citizenuniv,1
susan4ps,arthurmpena,1
susan4ps,rosalegria,1
sustainpeace,afpeacebuilding,1
sustainpeace,apeaceofmymind1,1
sustainpeace,seedsofpeace,1
sustainpeace,peacealliance,1
sustainpeace,aspeninstitute,1
sustainpeace,thecharter,1
takebackorg,cfinst_org,1
takebackorg,icivics,1
takebackorg,listenfirstproj,1
takebackorg,unitedntogether,1
takebackorg,gencitizen,1
takebackorg,adpaascu,1
takebackorg,npvote,1
takebackorg,ivn,1
takebackorg,usapromise,1
takebackorg,asbcouncil,1
takebackorg,fairvote,1
takebackorg,representus,1
takebackorg,mccourtneyinst,1
takebackorg,civichall,1
takebackorg,moneyinpolitics,1
tgthrweremember,peaceeconomy,1
tgthrweremember,peaceactionwi,1
tgthrweremember,cwfellowship,1
tgthrweremember,mccourtneyinst,1
tgthrweremember,peace_center,1
tgthrweremember,naacp,1
tgthrweremember,nviinstitute,1
tgthrweremember,freedomcenter,1
tgthrweremember,listenfirstproj,1
tgthrweremember,peacealliance,1
tgthrweremember,krocipj,1
tgthrweremember,apeaceofmymind1,1
tgthrweremember,warprevention,1
tgthrweremember,welcomingusa,1
tgthrweremember,peacenewsnet,1
tgthrweremember,blmphilly,1
tgthrweremember,sharedstudios,1
tgthrweremember,quaker_house,1
tgthrweremember,peacexchicago,1
tgthrweremember,afpeacebuilding,1
the_reunited,evdem,1
the_reunited,usapromise,1
the_reunited,nationalcivic,1
the_reunited,thedreamcorps,1
the_reunited,ncoc,1
the_reunited,intlistening,1
the_reunited,issueonereform,1
the_reunited,nicdinstitute,1
the_reunited,pantsuitpolitic,1
the_reunited,voporg,1
the_reunited,publicdialoguec,1
the_reunited,welcomingusa,1
the_reunited,essentialprtnrs,1
the_reunited,ncdd,1
the_reunited,bigtentnation,1
the_reunited,consensuskc,1
the_reunited,some1totellitto,1
the_reunited,publicagenda,1
the_reunited,braverangels,1
the_reunited,thisiscivity,1
the_reunited,mactionproject,1
the_reunited,truaccess,1
the_reunited,bpc_bipartisan,1
the_reunited,icivics,1
the_reunited,fixitshow,1
the_reunited,representus,1
the_reunited,civilgovernment,1
the_reunited,electedwomen,1
the_reunited,convergencectr,1
the_reunited,fdp_tweets,1
the_reunited,allsidesnow,1
the_reunited,mcarcasson,1
the_reunited,niforums,1
the_reunited,seedsofpeace,1
the_reunited,ctzndiscourse,1
the_reunited,fairvote,1
the_reunited,gpharvard,1
the_reunited,unitedntogether,1
the_reunited,apeaceofmymind1,1
the_reunited,mccourtneyinst,1
the_reunited,thecharter,1
the_reunited,uscpolfuture,1
the_reunited,commongroundcom,1
the_reunited,livingroomconvo,1
the_reunited,aspencitizen,1
the_reunited,pbproject,1
the_reunited,uniteamerica,1
the_reunited,ucfreelistening,1
the_reunited,villagesquarefl,1
the_reunited,citizenuniv,1
the_reunited,villagesquareus,1
the_reunited,ampublicsquare,1
the_reunited,listenfirstproj,1
the_reunited,hdxacademy,1
the_reunited,urbanruralact,1
the_reunited,qideas,1
thecharter,peacealliance,1
thecharter,essentialprtnrs,1
thecharter,bealiveinside,1
thecharter,theraycenter,1
thecharter,teachforamerica,1
thecharter,some1totellitto,1
thecharter,kids4peace,1
thecharter,peggyholman,1
thecharter,mactionproject,1
thecharter,ucfreelistening,1
thecharter,onearthpeace,1
thecharter,3minstoryteller,1
thecharter,seedsofpeace,1
thecharter,listenfirstproj,1
thecharter,convergencectr,1
thecharter,bigtentnation,1
thecharter,commongroundcom,1
thecharter,ncdd,1
thecharter,allsidesnow,1
thecharter,afpeacebuilding,1
thecharter,onecommonunity,1
thecharter,apa,1
thecharter,nicdinstitute,1
thecharter,convocolab,1
thecharter,compassionsamo,1
thecharter,aspencitizen,1
thecharter,peaceflagprojec,1
thecharter,pns_news,1
thecharter,givingtuesday,1
thecharter,onbeing,1
thecharter,apeaceofmymind1,1
thecharter,representus,1
thecharter,coffeepartyusa,1
thecharter,procon_org,1
thecharter,welcomingusa,1
thecharter,icivics,1
thecharter,aspeninstitute,1
thecharter,ionsonline,1
thecharter,peace_center,1
thecharter,livingroomconvo,1
thecharter,issueonereform,1
theckgroup,essentialprtnrs,1
theckgroup,npvote,1
theckgroup,movecafwd,1
theckgroup,nationalcivic,1
theckgroup,peggyholman,1
theckgroup,instlocgov,1
theckgroup,future500,1
theckgroup,mcarcasson,1
theckgroup,dmcforciviclife,1
theckgroup,publicdialoguec,1
theckgroup,mwhuggins,1
theckgroup,planspark,1
theckgroup,ncoc,1
theckgroup,civichall,1
theckgroup,niforums,1
theckgroup,ncdd,1
theckgroup,publicagenda,1
theckgroup,evdem,1
thecommon_party,dmcforciviclife,1
thecommon_party,essentialprtnrs,1
thecommon_party,procon_org,1
thecommon_party,unitedntogether,1
thecommon_party,nicdinstitute,1
thecommon_party,bigtentnation,1
thecommon_party,ivn,1
thecommon_party,uniteamerica,1
thecommon_party,mccourtneyinst,1
thecommon_party,ncdd,1
thecommon_party,usapromise,1
thecommon_party,commongroundcom,1
thecommon_party,voporg,1
thecommon_party,livingroomconvo,1
thecommon_party,hdxacademy,1
thepeopleorg,npvote,1
thepeopleorg,openprimaryusa,1
thepeopleorg,listenfirstproj,1
thepeopleorg,andrewgoodmanf,1
thepeopleorg,nicdinstitute,1
thepeopleorg,braverangels,1
thepeopleorg,representus,1
thepeopleorg,usapromise,1
thepeopleorg,indie_voting,1
thepeopleorg,ncoc,1
thepeopleorg,fairvote,1
thepeopleorg,bpc_bipartisan,1
thepeopleorg,issueonereform,1
thepeopleorg,livingroomconvo,1
thepeopleorg,uniteamerica,1
thepeopleorg,essentialprtnrs,1
tomatlee,jerrymichalski,1
tomatlee,peggyholman,1
tomatlee,rosalegria,1
tomatlee,ncdd,1
tomatlee,manjulynbazzell,1
tomatlee,planspark,1
truaccess,teachforamerica,1
truaccess,kaidegner,1
truaccess,mactionproject,1
truaccess,listenfirstproj,1
truaccess,mccourtneyinst,1
truaccess,emergingissues,1
truaccess,recitynetwork,1
truaccess,younginvincible,1
truaccess,ncdd,1
truaccess,leadershipnc,1
ucfreelistening,braverangels,1
ucfreelistening,essentialprtnrs,1
ucfreelistening,echolistening,1
ucfreelistening,onbeing,1
ucfreelistening,livingroomconvo,1
ucfreelistening,thelisteninginc,1
ucfreelistening,nationalcivic,1
ucfreelistening,apeaceofmymind1,1
ucfreelistening,urbanruralact,1
ucfreelistening,some1totellitto,1
ucfreelistening,intlistening,1
ucfreelistening,listenfirstproj,1
ucfreelistening,listenthemovie,1
ucfreelistening,nicdinstitute,1
ucfreelistening,unitedntogether,1
ucfreelistening,teentalkhotline,1
uniteamerica,ivn,1
uniteamerica,bigtentnation,1
uniteamerica,issueonereform,1
uniteamerica,bpc_bipartisan,1
uniteamerica,rsi,1
uniteamerica,fairvote,1
uniteamerica,representus,1
uniteamerica,usapromise,1
uniteamerica,openprimaryusa,1
uniteamerica,mactionproject,1
unitedcp,niforums,1
unitedcp,ncoc,1
unitedntogether,ncdd,1
unitedntogether,listenfirstproj,1
unitedntogether,braverangels,1
unitedntogether,ucfreelistening,1
unitedntogether,some1totellitto,1
unitedntogether,livingroomconvo,1
urbanruralact,thecommon_party,1
urbanruralact,openprimaryusa,1
urbanruralact,mccourtneyinst,1
urbanruralact,npvote,1
urbanruralact,unitedntogether,1
urbanruralact,thisiscivity,1
urbanruralact,publicagenda,1
urbanruralact,listenfirstproj,1
urbanruralact,congressfdn,1
urbanruralact,representus,1
urbanruralact,daysofdialogue,1
urbanruralact,aspeninstitute,1
urbanruralact,issuevoter,1
urbanruralact,indie_voting,1
urbanruralact,coffeepartyusa,1
urbanruralact,beyond_conflict,1
urbanruralact,harwoodinst,1
urbanruralact,future500,1
urbanruralact,aspencitizen,1
urbanruralact,pbproject,1
urbanruralact,electionscience,1
urbanruralact,theklc,1
urbanruralact,onecommonunity,1
urbanruralact,braverangels,1
urbanruralact,niforums,1
urbanruralact,welcomingusa,1
urbanruralact,voporg,1
urbanruralact,fairvote,1
urbanruralact,andrewgoodmanf,1
urbanruralact,ampublicsquare,1
urbanruralact,consensuskc,1
urbanruralact,askbigqs,1
urbanruralact,2thetable,1
urbanruralact,civicdesign,1
urbanruralact,ncdd,1
urbanruralact,afpeacebuilding,1
urbanruralact,citiesofservice,1
urbanruralact,icivics,1
urbanruralact,tischcollege,1
urbanruralact,mactionproject,1
urbanruralact,davenportinst,1
urbanruralact,commongroundcom,1
urbanruralact,activistheology,1
urbanruralact,nhlistens,1
urbanruralact,gennation,1
urbanruralact,bfcircles,1
urbanruralact,issueonereform,1
urbanruralact,civilgovernment,1
urbanruralact,some1totellitto,1
urbanruralact,emergingissues,1
urbanruralact,wedobetterus,1
urbanruralact,peaceactusa,1
urbanruralact,villagesquareca,1
urbanruralact,allsidesnow,1
urbanruralact,uniteamerica,1
urbanruralact,ivn,1
urbanruralact,nicdinstitute,1
urbanruralact,bpc_bipartisan,1
urbanruralact,fixitshow,1
urbanruralact,tgthrweremember,1
urbanruralact,healthydem,1
urbanruralact,villagesquareus,1
urbanruralact,younginvincible,1
urbanruralact,electedwomen,1
urbanruralact,takebackorg,1
urbanruralact,sllforg,1
urbanruralact,convergencectr,1
urbanruralact,verainstitute,1
urbanruralact,karunacenter,1
urbanruralact,usafmc,1
urbanruralact,narrative4,1
urbanruralact,ncoc,1
urbanruralact,moneyinpolitics,1
urbanruralact,evdem,1
urbanruralact,usapromise,1
urbanruralact,outreachexprts,1
urbanruralact,villagesquarefl,1
urbanruralact,3minstoryteller,1
urbanruralact,adpaascu,1
urbanruralact,commongood,1
urbanruralact,citizenuniv,1
urbanruralact,essentialprtnrs,1
urbanruralact,rsi,1
urbanruralact,livingroomconvo,1
urbanruralact,ucfreelistening,1
urbanruralact,nationalcivic,1
urbanruralact,georgiaforward,1
urbanruralact,kitchentable_d,1
urbanruralact,thinkthoroughly,1
usafmc,nicdinstitute,1
usafmc,bpc_bipartisan,1
usafmc,listenfirstproj,1
usafmc,ncoc,1
usafmc,icivics,1
usafmc,braverangels,1
usafmc,mccourtneyinst,1
usafmc,unitedntogether,1
usafmc,cspc_dc,1
usafmc,urbanruralact,1
usafmc,mactionproject,1
usafmc,adpaascu,1
usafmc,issueonereform,1
usapromise,moneyinpolitics,1
usapromise,issuevoter,1
usapromise,allsidesnow,1
usapromise,issueonereform,1
usapromise,mcarcasson,1
usapromise,gencitizen,1
usapromise,livingroomconvo,1
usapromise,bigtentnation,1
usapromise,healthydem,1
usapromise,essentialprtnrs,1
usapromise,cfinst_org,1
usapromise,andrewgoodmanf,1
usapromise,civilgovernment,1
usapromise,citizenuniv,1
usapromise,thecommon_party,1
usapromise,indie_voting,1
usapromise,ctzndiscourse,1
usapromise,openprimaryusa,1
usapromise,mactionproject,1
usapromise,representus,1
usapromise,evdem,1
usapromise,asbcouncil,1
usapromise,uniteamerica,1
usapromise,listenfirstproj,1
usapromise,congressfdn,1
usapromise,fairvote,1
usapromise,takebackorg,1
usapromise,coffeepartyusa,1
usapromise,mccourtneyinst,1
usapromise,naacp,1
usapromise,ivn,1
usapromise,campusvote,1
usapromise,nationalcivic,1
usapromise,rsi,1
usapromise,kaidegner,1
usapromise,ncoc,1
usapromise,niforums,1
usapromise,npvote,1
usapromise,kitchentable_d,1
